id_commune,nom_commune,arrondissement,adm2_pcode,brh_maison_de_transfert,brh_agent_non_bancaire,brh_banque,brh_atm,brh_microfinance,brh_caisse_populaire,population_totale,superficie_km2,superficie_urbaine_km2,taux_compte_formel,taux_compte_mobile,taux_utilisation_OTA,score_connaissance_fka,taux_connaissance_banque,taux_satisfaction_banque,taux_epargne_formelle,taux_telephone_mobile,taux_internet,indice_privation_spatiale,part_urbaine,densite_hab_km2,densite_bancaire_10k,nb_types_services,taille_moyenne_menage,strate,acces_routier,classe_urbanisation,classe_densite_demographique,classe_densite_bancaire,classe_diversite_services,classe_privation_spatiale,departement,classe_taille_population,profil_services_financiers,classe_taille_menage
C-068,Anse-Rouge,Gros-Morne,HT0523,2,5,0,0,0,1,47636,434.35,1.6,20.76,9.84,44.0,3.68,87.01,64.18,12.7,47.74,39.13,0.844,0.6205810731379628,109.67192356394612,1.6794021328407087,3,4.304717151635641,Urbaine-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Faible,Moyenne,Élevée,Artibonite,Moyenne,Caisse populaire uniquement,Petite
C-069,Saint-Marc,Saint-Marc,HT0531,77,79,4,3,8,4,292716,556.56,11.19,13.79,2.53,44.29,4.15,74.09,74.2,14.27,92.42,36.69,0.951,0.8120020770986212,525.9379042690815,5.978491097172686,6,4.636938235620257,Urbaine-Connectée (RN),Proche,Urbaine,Élevée,Élevée,Élevée,Élevée,Artibonite,Grande,Pôle financier complet,Moyenne
C-070,Verrettes,Saint-Marc,HT0532,8,16,0,0,0,3,158965,356.72,5.6,14.72,2.66,53.44,3.92,100.0,76.61,15.14,60.44,43.98,0.435,0.5882489856257667,445.6296254765642,1.698487088352782,3,3.858280138831582,Urbaine-Connectée (RN),Proche,Mi-urbaine,Élevée,Faible,Moyenne,Moyenne,Artibonite,Grande,Caisse populaire uniquement,Petite
C-071,La Chapelle,Saint-Marc,HT0533,2,2,0,0,0,0,34635,143.6,2.82,23.06,11.82,82.07,3.51,90.75,71.8,2.2,64.49,11.69,0.595,0.4304027717626678,241.1908077994429,1.15490111159232,2,4.033422615581693,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Faible,Moyenne,Moyenne,Artibonite,Petite,Aucune institution formelle,Petite
C-072,Dessalines,Dessalines,HT0541,9,20,0,0,1,2,199677,474.29,2.22,39.05,20.54,84.91,3.84,84.78,58.8,3.22,56.21,12.62,0.425,0.3863489535599994,421.0019186573615,1.6025881799105557,4,4.261321439241965,Rurale-Connectée (RN),Proche,Mi-urbaine,Élevée,Faible,Élevée,Moyenne,Artibonite,Grande,Microfinance sans banque,Petite
C-073,Petite-Rivière-de-l'Artibonite,Dessalines,HT0542,7,13,0,0,3,2,187423,506.71,4.2,26.16,7.34,62.58,3.55,89.38,74.92,17.9,81.28,36.6,0.683,0.531183472679447,369.8821811292456,1.3338811138440854,4,4.00262680192205,Urbaine-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Élevée,Moyenne,Artibonite,Grande,Microfinance sans banque,Petite
C-074,Grande-Saline,Dessalines,HT0543,1,1,0,0,0,0,25504,51.97,0.26,26.32,11.94,100.0,3.14,100.0,69.48,3.26,78.81,10.05,0.378,0.443616687578419,490.74466038098905,0.7841907151819323,2,4.308108108108108,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Faible,Moyenne,Faible,Artibonite,Petite,Aucune institution formelle,Petite
C-075,Desdunes,Dessalines,HT0544,6,6,0,0,0,1,40645,99.49,6.12,19.25,8.84,51.32,4.42,78.98,69.4,13.48,60.6,51.79,0.455,0.9626522327469552,408.5335209568801,3.198425390576947,3,3.637461965276535,Urbaine-Non-connectée (H-Ile),Proche,Urbaine,Moyenne,Moyenne,Moyenne,Moyenne,Artibonite,Moyenne,Caisse populaire uniquement,Petite
C-076,Saint-Michel-de-l'Attalaye,Marmelade,HT0551,6,19,0,0,2,1,165223,613.74,7.46,30.12,15.27,59.28,2.43,81.26,66.47,2.64,66.23,10.73,0.326,0.4960023725510371,269.2068302538534,1.694679312202296,4,4.450571059153108,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Élevée,Faible,Artibonite,Grande,Microfinance sans banque,Petite
C-077,Marmelade,Marmelade,HT0552,1,1,0,0,1,1,41775,108.94,1.1,21.11,11.58,65.96,3.44,100.0,81.99,3.13,64.61,11.05,0.435,0.4917773788150807,383.4679640168901,0.957510472770796,4,5.04833836858006,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Élevée,Moyenne,Artibonite,Moyenne,Microfinance sans banque,Grande
C-078,Hinche,Hinche,HT0611,10,41,4,2,5,3,138051,588.4,4.65,17.4,2.98,44.36,3.84,95.07,69.51,14.66,100.0,40.9,0.815,0.5430311986150046,234.62100611828689,4.708404864868781,6,4.588088670278175,Urbaine-Connectée (RN),Proche,Mi-urbaine,Faible,Élevée,Élevée,Élevée,Centre,Grande,Pôle financier complet,Moyenne
C-079,Maïssade,Hinche,HT0612,1,9,0,0,1,1,67315,288.43,7.65,31.28,14.5,66.86,3.77,100.0,83.19,3.2,74.53,12.87,0.705,0.4645621332541038,233.3841833373782,1.782663596523806,4,4.62741458720011,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Moyenne,Élevée,Élevée,Centre,Grande,Microfinance sans banque,Moyenne
C-080,Thomonde,Hinche,HT0613,5,14,0,0,1,1,70662,359.91,5.55,25.85,10.83,79.4,2.78,98.6,86.43,3.27,57.64,12.93,0.53,0.3594293962808865,196.33241643744267,2.97189437038295,4,4.669089467424342,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Moyenne,Élevée,Moyenne,Centre,Grande,Microfinance sans banque,Moyenne
C-081,Cerca-Carvajal,Hinche,HT0614,2,5,0,0,0,0,26561,156.59,1.24,27.72,9.46,93.01,3.28,92.51,76.96,3.49,65.05,12.84,0.399,0.4470464214449757,169.62130404240372,2.6354429426602914,2,5.419506223219751,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Moyenne,Moyenne,Faible,Centre,Petite,Aucune institution formelle,Grande
C-082,Mirebalais,Mirebalais,HT0621,14,28,1,1,5,3,111654,330.87,2.1,17.09,20.44,95.89,3.81,89.09,61.91,2.49,86.34,11.04,0.814,0.3780428824762212,337.45579834980504,4.657244702384151,6,4.194837885561859,Rurale-Connectée (RN),Proche,Mi-urbaine,Moyenne,Élevée,Élevée,Élevée,Centre,Grande,Pôle financier complet,Petite
C-083,Saut-d'Eau,Mirebalais,HT0622,4,6,0,0,1,1,44616,179.41,2.15,23.3,13.7,84.22,4.12,100.0,83.24,3.1,77.5,9.56,0.187,0.2827461000537923,248.6817903126916,2.6896180742334588,4,4.325770796974986,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Faible,Moyenne,Élevée,Faible,Centre,Moyenne,Microfinance sans banque,Petite
C-084,Boucan-Carré,Mirebalais,HT0623,1,6,0,0,1,0,63982,353.63,4.41,27.97,12.44,100.0,3.73,100.0,77.03,2.84,60.36,14.18,0.86,0.1556218936575912,180.92921980601196,1.25035166140477,3,4.227699220298665,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Faible,Faible,Moyenne,Élevée,Centre,Grande,Microfinance sans banque,Petite
C-085,Lascahobas,Lascahobas,HT0631,10,20,0,0,1,3,52396,151.68,0.85,27.33,11.63,74.11,2.92,100.0,100.0,2.96,67.2,12.41,0.324,0.425738606000458,345.43776371308013,6.489044965264524,4,4.69666547149516,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Élevée,Élevée,Faible,Centre,Moyenne,Microfinance sans banque,Moyenne
C-086,Belladère,Lascahobas,HT0632,3,1,0,0,1,0,98916,296.65,3.22,19.61,9.24,59.13,3.29,76.46,75.35,3.39,67.53,10.25,0.744,0.3621962068826074,333.44345187931907,0.5054793966597921,3,4.696420093058589,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Moyenne,Élevée,Centre,Grande,Microfinance sans banque,Moyenne
C-087,Savanette,Lascahobas,HT0633,1,3,0,0,0,1,41346,174.83,1.13,22.94,11.7,90.67,4.02,100.0,79.54,3.44,64.35,13.35,0.937,0.2808736032506167,236.49259280443857,1.2093068253277222,3,4.360472474161569,Rurale-Non-connectée (H-Ile),Moyen,Rurale,Faible,Faible,Moyenne,Élevée,Centre,Moyenne,Caisse populaire uniquement,Petite
C-088,Cerca-la-Source,Cerca-la-Source,HT0641,0,10,0,0,0,0,64567,345.0,1.25,14.87,13.98,56.71,2.91,88.01,75.14,3.63,52.04,10.12,0.392,0.2860904177056391,187.15072463768115,1.5487787879257209,1,5.083215241694221,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Faible,Faible,Faible,Faible,Centre,Grande,Aucune institution formelle,Grande
C-089,Thomassique,Cerca-la-Source,HT0642,3,9,0,0,1,0,72214,262.01,1.86,25.49,9.62,69.43,3.51,82.47,70.93,3.19,62.88,13.33,0.782,0.419641620738361,275.6154345253998,1.8002049464092835,3,5.005128915996673,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Moyenne,Moyenne,Élevée,Centre,Grande,Microfinance sans banque,Grande
C-090,Les Cayes,Les Cayes,HT0711,43,98,5,3,6,7,187242,219.11,11.51,9.9,2.89,53.47,4.12,91.61,64.4,14.75,100.0,51.31,0.548,0.820115145106333,854.5570717904249,8.651905021309322,6,4.833548453714699,Urbaine-Connectée (RN),Proche,Urbaine,Élevée,Élevée,Élevée,Moyenne,Sud,Grande,Pôle financier complet,Moyenne
C-091,Torbeck,Les Cayes,HT0712,1,11,0,0,0,0,93788,189.48,3.81,28.07,11.11,77.1,3.34,100.0,75.18,2.89,66.0,9.48,0.994,0.196304431270525,494.97572303145455,1.2794813835458694,2,4.961540496217531,Rurale-Non-connectée (H-Ile),Proche,Rurale,Élevée,Faible,Moyenne,Élevée,Sud,Grande,Aucune institution formelle,Grande
C-092,Chantal,Les Cayes,HT0713,1,1,0,0,0,0,42059,160.36,2.89,28.26,10.57,76.06,4.99,100.0,77.63,2.22,68.92,11.96,0.626,0.3239734658455978,262.2786230980294,0.4755224803252574,2,4.799064354176175,Rurale-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Faible,Faible,Moyenne,Moyenne,Sud,Moyenne,Aucune institution formelle,Moyenne
C-093,Camp-Perrin,Les Cayes,HT0714,2,17,0,0,1,3,55523,133.77,2.74,22.29,12.24,64.43,3.33,89.44,84.47,3.6,71.48,12.29,0.223,0.288114835293482,415.0631681243926,4.142427462493021,4,4.853409090909091,Rurale-Non-connectée (H-Ile),Proche,Rurale,Élevée,Élevée,Élevée,Faible,Sud,Moyenne,Microfinance sans banque,Grande
C-094,Maniche,Les Cayes,HT0715,1,2,0,0,0,1,29493,124.81,0.37,25.88,12.58,78.17,3.79,100.0,75.34,2.86,93.29,15.31,0.159,0.1356593089885735,236.303180834869,1.3562540263791407,3,4.4591775022679165,Rurale-Non-connectée (H-Ile),Proche,Rurale,Faible,Faible,Moyenne,Faible,Sud,Petite,Caisse populaire uniquement,Moyenne
C-095,Île-à-Vache,Les Cayes,HT0716,1,2,0,0,0,0,18973,45.96,1.3,23.22,12.57,90.09,3.14,94.95,67.0,3.23,70.09,9.78,0.286,0.338059347493807,412.8154917319408,1.5811943287830077,2,5.526653073113895,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Moyenne,Faible,Sud,Petite,Aucune institution formelle,Grande
C-096,Port-Salut,Port-Salut,HT0721,2,9,0,0,0,1,23540,48.79,2.88,24.87,10.07,78.53,3.83,85.01,68.47,3.31,81.49,13.36,0.818,0.3138062871707731,482.4759171961468,5.097706032285472,3,4.721219414360209,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Élevée,Moyenne,Élevée,Sud,Petite,Caisse populaire uniquement,Moyenne
C-097,Saint-Jean-du-Sud,Port-Salut,HT0722,1,5,0,0,0,0,31494,69.29,0.3,19.87,8.89,68.55,4.01,83.12,57.71,2.44,63.72,11.03,0.895,0.1336445037149933,454.5244624043873,1.9051247856734617,2,4.792877796378025,Rurale-Non-connectée (H-Ile),Proche,Rurale,Élevée,Moyenne,Moyenne,Élevée,Sud,Petite,Aucune institution formelle,Moyenne
C-098,Arniquet,Port-Salut,HT0723,1,0,0,0,0,1,35951,59.29,0.7,26.24,12.26,63.65,3.24,98.72,89.94,2.58,67.28,8.95,0.976,0.187171427776696,606.3585764884466,0.5563127590331284,2,4.888632036986674,Rurale-Non-connectée (H-Ile),Proche,Rurale,Élevée,Faible,Moyenne,Élevée,Sud,Petite,Caisse populaire uniquement,Grande
C-099,Aquin,Aquin,HT0731,38,46,0,0,3,0,128543,638.59,3.92,23.97,18.21,68.44,3.84,92.84,61.56,3.7,70.13,10.8,0.797,0.3357553503496884,201.29190873643492,6.768163182748185,3,4.465003994581264,Rurale-Connectée (RN),Éloigné,Mi-urbaine,Faible,Élevée,Moyenne,Élevée,Sud,Grande,Microfinance sans banque,Moyenne
C-100,Saint-Louis-du-Sud,Aquin,HT0732,5,11,0,0,0,1,80083,185.71,0.64,17.41,15.05,82.91,3.07,73.81,82.45,3.13,61.87,11.0,0.497,0.1511431889414732,431.2261052178127,2.122797597492601,3,5.007065149431036,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Élevée,Moyenne,Moyenne,Moyenne,Sud,Grande,Caisse populaire uniquement,Grande
C-101,Cavaillon,Aquin,HT0733,4,13,0,0,0,1,60012,214.97,0.48,23.56,15.14,82.34,2.94,100.0,74.99,2.74,67.86,9.25,0.663,0.1390721855628874,279.1645345862213,2.9994001199760048,3,4.288102893890676,Rurale-Non-connectée (H-Ile),Proche,Rurale,Moyenne,Moyenne,Moyenne,Moyenne,Sud,Moyenne,Caisse populaire uniquement,Petite
C-102,Côteaux,Côteaux,HT0741,2,4,0,0,1,1,26261,74.36,1.51,22.85,10.52,50.86,4.39,86.3,75.28,14.72,95.19,43.97,0.54,0.6117817295609459,353.1603012372243,3.046342485053882,4,4.664476021314387,Urbaine-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Moyenne,Moyenne,Élevée,Moyenne,Sud,Petite,Microfinance sans banque,Moyenne
C-103,Port-à-Piment,Côteaux,HT0742,1,2,0,0,0,2,23336,60.28,3.38,24.56,6.96,38.63,3.48,100.0,70.73,17.44,73.92,48.03,0.936,0.72617415152554,387.1267418712674,2.142612272883099,3,5.028226675285499,Urbaine-Non-connectée (H-Ile),Éloigné,Urbaine,Moyenne,Moyenne,Moyenne,Élevée,Sud,Petite,Caisse populaire uniquement,Grande
C-104,Roche-à-Bateau,Côteaux,HT0743,1,4,0,0,0,0,22675,46.54,0.97,21.66,12.81,83.23,2.26,73.43,63.49,3.42,70.0,11.39,0.66,0.4366923925027563,487.2152986678127,2.2050716648291067,2,5.128930106310789,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,Moyenne,Sud,Petite,Aucune institution formelle,Grande
C-105,Chardonnières,Chardonnières,HT0751,1,10,0,0,0,1,31100,117.04,2.22,30.28,9.16,50.02,4.81,90.48,61.54,11.7,92.93,38.59,0.243,0.6163665594855305,265.72112098427885,3.858520900321544,3,5.117656738522297,Urbaine-Non-connectée (H-Ile),Moyen,Mi-urbaine,Faible,Élevée,Moyenne,Faible,Sud,Petite,Caisse populaire uniquement,Grande
C-106,Les Anglais,Chardonnières,HT0752,1,3,0,0,0,0,36843,118.04,1.5,24.17,9.02,63.77,3.34,83.24,90.67,18.68,73.61,41.06,0.728,0.6049724506690551,312.12300914944086,1.0856879190076814,2,5.480142793395806,Urbaine-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Faible,Moyenne,Élevée,Sud,Petite,Aucune institution formelle,Grande
C-107,Tiburon,Chardonnières,HT0753,1,1,0,0,0,0,28691,147.21,2.13,24.42,7.67,51.24,3.66,79.39,73.23,17.17,97.8,41.97,0.683,0.6897633404203408,194.89844439915765,0.6970827088634066,2,4.968998960859024,Urbaine-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Faible,Moyenne,Moyenne,Sud,Petite,Aucune institution formelle,Grande
C-108,Jérémie,Jérémie,HT0811,11,44,3,1,3,1,163731,427.22,5.37,14.21,3.58,42.25,5.15,87.14,78.31,14.66,84.92,43.37,0.764,0.5810567333003525,383.2475071391789,3.847774703629734,6,4.751610656451332,Urbaine-Connectée (RN),Proche,Mi-urbaine,Moyenne,Élevée,Élevée,Élevée,Grand'Anse,Grande,Pôle financier complet,Moyenne
C-109,Abricots,Jérémie,HT0812,1,5,0,0,0,1,45904,102.89,0.15,27.61,11.8,80.1,3.47,100.0,86.96,2.46,68.27,12.83,0.328,0.0882493900313698,446.1463699096122,1.5249215754618335,3,5.198052315706035,Rurale-Non-connectée (H-Ile),Moyen,Rurale,Élevée,Faible,Moyenne,Faible,Grand'Anse,Moyenne,Caisse populaire uniquement,Grande
C-110,Bonbon,Jérémie,HT0813,1,1,0,0,0,0,10487,31.88,0.42,26.07,12.03,100.0,3.46,95.0,67.56,3.47,48.91,11.45,0.484,0.3943930580718985,328.952321204517,1.9071231047964148,2,4.632067137809187,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Moyenne,Moyenne,Moyenne,Grand'Anse,Petite,Aucune institution formelle,Moyenne
C-111,Moron,Jérémie,HT0814,1,2,0,0,0,0,37966,182.9,0.85,25.59,9.08,87.1,2.9,81.96,76.57,3.21,66.08,8.69,0.93,0.2574408681451825,207.5779114270093,0.7901806879839857,2,5.041965471447544,Rurale-Non-connectée (H-Ile),Proche,Rurale,Faible,Faible,Moyenne,Élevée,Grand'Anse,Moyenne,Aucune institution formelle,Grande
C-112,Chambellan,Jérémie,HT0815,1,5,0,0,0,0,32251,73.13,0.21,26.65,12.94,79.9,2.68,67.49,72.49,2.34,73.9,10.07,0.906,0.3577253418498651,441.0091617667168,1.8604074292270008,2,5.309680605861047,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,Élevée,Grand'Anse,Petite,Aucune institution formelle,Grande
C-113,Anse-d'Hainault,Anse-d'Hainault,HT0821,3,7,0,0,1,2,44354,94.03,1.39,17.14,7.78,60.91,3.71,68.99,59.5,14.48,100.0,43.05,0.625,0.6196058980024349,471.700521110284,2.9309645127835147,4,5.087051267347173,Urbaine-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Élevée,Moyenne,Élevée,Moyenne,Grand'Anse,Moyenne,Microfinance sans banque,Grande
C-114,Dame-Marie,Anse-d'Hainault,HT0822,5,4,0,0,0,1,47226,102.16,1.86,17.27,8.66,42.62,4.01,85.52,70.0,22.03,91.16,49.08,0.181,0.52458391563969,462.27486296006265,2.1174776606106804,3,4.833282161498311,Urbaine-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,Faible,Grand'Anse,Moyenne,Caisse populaire uniquement,Moyenne
C-115,Les Irois,Anse-d'Hainault,HT0823,2,3,0,0,0,0,28470,130.33,1.92,23.33,8.39,48.07,3.97,84.16,78.35,15.04,98.19,50.18,0.178,0.5953284158763611,218.4454845392465,1.7562346329469618,2,4.866666666666666,Urbaine-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Faible,Moyenne,Moyenne,Faible,Grand'Anse,Petite,Aucune institution formelle,Grande
C-116,Corail,Corail,HT0831,2,8,0,0,0,0,23841,108.51,0.53,30.86,20.23,48.56,3.59,90.84,61.98,2.67,57.3,13.93,0.67,0.4360555345832809,219.71246889687583,4.194454930581771,2,4.473822480765622,Rurale-Connectée (RN),Éloigné,Mi-urbaine,Faible,Élevée,Moyenne,Moyenne,Grand'Anse,Petite,Aucune institution formelle,Moyenne
C-117,Roseaux,Corail,HT0832,1,11,0,0,0,0,43563,216.81,2.17,26.09,11.72,98.62,3.56,61.3,68.49,2.55,68.67,11.22,0.956,0.1404632371507931,200.9270790092708,2.754631223744921,2,4.121381267738884,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Faible,Moyenne,Moyenne,Élevée,Grand'Anse,Moyenne,Aucune institution formelle,Petite
C-118,Beaumont,Corail,HT0833,2,8,0,0,1,1,38487,155.34,1.51,24.07,13.19,96.24,2.57,91.72,70.13,3.8,82.82,12.26,0.658,0.3792709226492062,247.759752800309,3.117935926416712,4,4.456577119036591,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Faible,Moyenne,Élevée,Moyenne,Grand'Anse,Moyenne,Microfinance sans banque,Petite
C-119,Pestel,Corail,HT0834,2,17,0,0,0,1,54407,286.77,0.29,26.09,11.45,82.91,3.8,100.0,94.8,3.38,60.68,8.6,0.546,0.2714356608524638,189.7234717718032,3.6759975738416015,3,4.497189618118697,Rurale-Non-connectée (H-Ile),Proche,Rurale,Faible,Élevée,Moyenne,Moyenne,Grand'Anse,Moyenne,Caisse populaire uniquement,Moyenne
C-120,Port-de-Paix,Port-de-Paix,HT0911,35,60,4,1,4,3,223073,351.75,7.82,19.19,6.33,58.97,3.89,100.0,52.19,18.17,96.16,44.71,0.588,0.8188306070210201,634.18052594172,4.796636078772419,6,4.94213173228172,Urbaine-Non-connectée (H-Ile),Proche,Urbaine,Élevée,Élevée,Élevée,Moyenne,Nord-Ouest,Grande,Pôle financier complet,Grande
C-121,La Tortue,Port-de-Paix,HT0912,4,8,0,0,0,0,42504,179.94,3.84,23.96,12.81,60.08,4.6,66.57,77.42,3.11,77.7,9.23,0.444,0.168266516092603,236.2120706902301,2.82326369282891,2,5.0300591715976335,Rurale-Non-connectée (H-Ile),Proche,Rurale,Faible,Moyenne,Moyenne,Moyenne,Nord-Ouest,Moyenne,Aucune institution formelle,Grande
C-122,Bassin-Bleu,Port-de-Paix,HT0913,2,7,0,0,0,0,69383,214.83,1.79,19.17,10.37,75.72,3.55,81.82,69.26,3.56,72.88,10.9,0.925,0.2767536716486747,322.96699716054553,1.2971477162993816,2,5.103192115328038,Rurale-Non-connectée (H-Ile),Moyen,Rurale,Moyenne,Faible,Moyenne,Élevée,Nord-Ouest,Grande,Aucune institution formelle,Grande
C-123,Chansolme,Port-de-Paix,HT0914,2,3,0,0,0,0,33205,53.19,0.69,25.39,9.46,99.35,3.05,81.08,65.08,2.62,66.55,16.0,0.342,0.2393615419364553,624.2714796014288,1.505797319680771,2,5.042520880789674,Rurale-Non-connectée (H-Ile),Proche,Rurale,Élevée,Faible,Moyenne,Faible,Nord-Ouest,Petite,Aucune institution formelle,Grande
C-124,Saint-Louis-du-Nord,Saint-Louis-du-Nord,HT0921,9,25,0,0,0,2,127244,125.6,2.91,16.95,6.86,58.94,3.77,95.03,69.0,15.37,71.57,43.91,0.22,0.6135770645374241,1013.0891719745224,2.8292100216906104,3,5.349758250998528,Urbaine-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Élevée,Moyenne,Moyenne,Faible,Nord-Ouest,Grande,Caisse populaire uniquement,Grande
C-125,Anse-à-Foleur,Saint-Louis-du-Nord,HT0922,3,3,0,0,0,0,33045,62.14,0.56,25.25,12.3,71.67,3.38,75.98,79.21,3.13,88.64,9.57,0.258,0.4841277046451808,531.7830704859994,1.8157058556513843,2,5.200661000944287,Rurale-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Élevée,Moyenne,Moyenne,Faible,Nord-Ouest,Petite,Aucune institution formelle,Grande
C-126,Môle-Saint-Nicolas,Môle-Saint-Nicolas,HT0931,3,5,0,0,0,1,37029,227.07,0.46,18.71,11.63,57.65,3.78,100.0,79.82,3.62,76.63,11.67,0.358,0.3012773771908504,163.07306117056416,2.430527424451106,3,5.113090306545153,Rurale-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Faible,Moyenne,Moyenne,Faible,Nord-Ouest,Moyenne,Caisse populaire uniquement,Grande
C-127,Baie-de-Henne,Môle-Saint-Nicolas,HT0932,2,2,0,0,0,2,29834,203.72,0.73,22.62,8.03,94.51,3.56,93.61,74.01,3.14,73.58,10.15,0.874,0.2499162029898773,146.4461024936187,2.011128242944292,3,4.81038374717833,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Faible,Moyenne,Moyenne,Élevée,Nord-Ouest,Petite,Caisse populaire uniquement,Moyenne
C-128,Bombardopolis,Môle-Saint-Nicolas,HT0933,5,4,0,0,0,0,39397,196.51,0.39,27.22,11.12,77.48,2.88,91.28,83.8,2.72,65.67,9.41,0.539,0.2472269462141787,200.4834359574577,2.284437901363048,2,4.369191527115449,Rurale-Non-connectée (H-Ile),Proche,Rurale,Faible,Moyenne,Moyenne,Moyenne,Nord-Ouest,Moyenne,Aucune institution formelle,Petite
C-129,Jean-Rabel,Môle-Saint-Nicolas,HT0934,11,22,0,0,1,4,162299,488.13,1.82,24.82,13.87,57.67,2.68,100.0,85.7,3.03,70.4,14.47,0.464,0.2323859050271412,332.4913445188782,2.3413576177302384,4,4.795219523725108,Rurale-Non-connectée (H-Ile),Éloigné,Rurale,Moyenne,Moyenne,Élevée,Moyenne,Nord-Ouest,Grande,Microfinance sans banque,Moyenne
C-130,Miragoâne,Miragoâne,HT1011,16,25,1,2,2,0,73607,185.87,3.78,10.39,2.8,42.72,4.29,93.77,75.2,11.23,86.08,48.72,0.779,0.5018680288559512,396.0133426588476,6.249405627182198,5,4.063990724381625,Urbaine-Connectée (RN),Proche,Mi-urbaine,Moyenne,Élevée,Élevée,Élevée,Nippes,Grande,Pôle financier complet,Petite
C-131,Petite-Rivière-de-Nippes,Miragoâne,HT1012,3,10,0,0,1,1,33595,93.7,1.7,21.58,11.51,63.3,4.29,98.58,66.1,1.96,74.2,11.57,0.268,0.3159696383390385,358.5378868729989,4.464950141390087,4,4.314241684859381,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Moyenne,Élevée,Élevée,Faible,Nippes,Petite,Microfinance sans banque,Petite
C-132,Fonds-des-Nègres,Miragoâne,HT1013,2,19,1,0,2,2,39339,92.23,3.36,18.6,13.65,76.75,3.59,82.53,77.34,3.37,77.71,10.35,0.589,0.3609649457281578,426.5314973435975,6.609217316149368,5,4.325819221464702,Rurale-Non-connectée (H-Ile),Proche,Mi-urbaine,Élevée,Élevée,Élevée,Moyenne,Nippes,Moyenne,Bancarisé,Petite
C-133,Paillant,Miragoâne,HT1014,2,21,3,0,2,1,20403,63.27,1.79,17.9,13.21,80.74,3.98,73.88,77.39,2.83,61.78,10.49,0.435,0.1736999460863598,322.47510668563297,14.21359603979807,5,4.447035745422842,Rurale-Non-connectée (H-Ile),Proche,Rurale,Moyenne,Élevée,Élevée,Moyenne,Nippes,Petite,Bancarisé,Petite
C-134,Anse-à-Veau,Anse-à-Veau,HT1021,2,4,0,0,0,0,40724,103.23,10.64,32.36,22.72,72.02,4.46,85.39,58.8,2.88,54.6,13.55,0.721,0.3955161575483744,394.4977235299816,1.4733326785188094,2,4.166990688631945,Rurale-Connectée (RN),Proche,Mi-urbaine,Moyenne,Faible,Moyenne,Élevée,Nippes,Moyenne,Aucune institution formelle,Petite
C-135,Petit-Trou-de-Nippes,Anse-à-Veau,HT1022,2,4,0,0,0,0,35270,153.19,18.46,25.58,4.73,64.54,3.95,100.0,55.05,16.87,85.06,43.93,0.635,0.505585483413666,230.2369606371173,1.7011624610150269,2,4.151365348399247,Urbaine-Non-connectée (H-Ile),Éloigné,Mi-urbaine,Faible,Faible,Moyenne,Moyenne,Nippes,Petite,Aucune institution formelle,Petite
